Company,cik,form,filed,ddate,Year,Quarter,Revenue,Gross_Profit,Operating_Income,Net_Income,Operating_Cash_Flow,Equity,Profit_Margin,Gross_Margin,Operating_Margin,ROE,Cash_Flow_Margin,Sector,ROE_Adjusted,ROE_Flag,OCF_Category,Cash_Flow_Margin_Adj,JPMorgan_OCF_Note,Has_Financial_Data,Data_Period_Note,Revenue_YoY_Growth,Revenue_TTM,Net_Income_TTM,Operating_Cash_Flow_TTM,Profit_Margin_Clean,FHS_PM_Score,FHS_CFM_Score,ROE_for_FHS,FHS_V2
Apple,320193,10-Q,2025-05-02,2023-12-31,2023,4,,,,,,74100000000.0,,,,,,Technology,,,Operating,,,0,Q4 2023 - Balance Sheet Only,,,,,,,,,
Apple,320193,10-Q,2025-05-02,2024-12-31,2024,4,,,,,,66758000000.0,,,,,,Technology,,,Operating,,,0,Q4 2024 - Balance Sheet Only,,,,,,,,,
JPMorgan Chase,19617,10-Q,2021-05-04,2020-03-31,2020,1,28286000000.0,,,2865000000.0,-120089000000.0,261262000000.0,10.128685568832635,,,1.0966003475438448,-424.55278229512834,Banking,1.0966003475438448,,Includes_Loan_Activity,,Banking OCF includes loan originations & deposit flows per GAAP - not comparable to tech OCF,1,Q1 2020,,,,,10.128685568832635,17.053695840083442,12.378314809442292,1.0966003475438448,11.1
JPMorgan Chase,19617,10-Q,2022-05-03,2021-03-31,2021,1,32266000000.0,,,14300000000.0,-43872000000.0,280714000000.0,44.3190975020145,,,5.0941527675855145,-135.96975144114546,Banking,5.0941527675855145,,Includes_Loan_Activity,,Banking OCF includes loan originations & deposit flows per GAAP - not comparable to tech OCF,1,Q1 2021,14.07,60552000000.0,17165000000.0,-163961000000.0,44.3190975020145,32.40926549864928,0.0,5.0941527675855145,15.5
JPMorgan Chase,19617,10-Q,2023-05-03,2022-03-31,2022,1,30717000000.0,,,8282000000.0,-41917000000.0,285899000000.0,26.962268450695053,,,2.896827201214415,-136.46189406517564,Banking,2.896827201214415,,Includes_Loan_Activity,,Banking OCF includes loan originations & deposit flows per GAAP - not comparable to tech OCF,1,Q1 2022,-4.8,91269000000.0,25447000000.0,-205878000000.0,26.962268450695053,36.83052436066981,0.0,2.896827201214415,16.2
JPMorgan Chase,19617,10-Q,2024-05-01,2023-03-31,2023,1,38349000000.0,,,12622000000.0,-111241000000.0,303082000000.0,32.913504915382404,,,4.164549527850549,-290.07536050483714,Banking,4.164549527850549,,Includes_Loan_Activity,,Banking OCF includes loan originations & deposit flows per GAAP - not comparable to tech OCF,1,Q1 2023,24.85,129618000000.0,38069000000.0,-317119000000.0,32.913504915382404,82.3579336318087,0.0,4.164549527850549,35.0
JPMorgan Chase,19617,10-Q,2025-05-01,2024-03-31,2024,1,41934000000.0,,,13419000000.0,-154158000000.0,336637000000.0,32.00028616397196,,,3.986192842735647,-367.62054657318646,Banking,3.986192842735647,,Includes_Loan_Activity,,Banking OCF includes loan originations & deposit flows per GAAP - not comparable to tech OCF,1,Q1 2024,9.35,143266000000.0,48623000000.0,-351188000000.0,32.00028616397196,41.064865972117595,0.0,3.986192842735647,18.4
JPMorgan Chase,19617,10-Q,2025-05-01,2025-03-31,2025,1,45310000000.0,,,14643000000.0,-251839000000.0,351420000000.0,32.317369234164644,,,4.166808946559672,-555.8132862502758,Banking,4.166808946559672,,Includes_Loan_Activity,,Banking OCF includes loan originations & deposit flows per GAAP - not comparable to tech OCF,1,Q1 2025,8.05,156310000000.0,48966000000.0,-559155000000.0,32.317369234164644,47.29552373932967,0.0,4.166808946559672,21.0
JPMorgan Chase,19617,10-Q,2021-08-02,2020-06-30,2020,2,33075000000.0,,,7552000000.0,-37170000000.0,264466000000.0,22.832955404383977,,,2.855565554740496,-112.38095238095238,Banking,2.855565554740496,,Includes_Loan_Activity,,Banking OCF includes loan originations & deposit flows per GAAP - not comparable to tech OCF,1,Q2 2020,,158668000000.0,48236000000.0,-554408000000.0,22.832955404383977,39.02378525383583,12.378314809442292,2.855565554740496,20.8
JPMorgan Chase,19617,10-Q,2022-08-03,2021-06-30,2021,2,30479000000.0,,,26248000000.0,-30342000000.0,286386000000.0,86.11831096820762,,,9.165252491392735,-99.5505101873421,Banking,9.165252491392735,,Includes_Loan_Activity,,Banking OCF includes loan originations & deposit flows per GAAP - not comparable to tech OCF,1,Q2 2021,-7.85,150798000000.0,61862000000.0,-473509000000.0,86.11831096820762,66.18924293695531,0.0,9.165252491392735,31.1
JPMorgan Chase,19617,10-Q,2023-08-03,2022-06-30,2022,2,30715000000.0,,,16931000000.0,24101000000.0,286143000000.0,55.12290411850888,,,5.916971584138001,78.46654728959793,Banking,5.916971584138001,,Includes_Loan_Activity,,Banking OCF includes loan originations & deposit flows per GAAP - not comparable to tech OCF,1,Q2 2022,0.77,139579000000.0,65374000000.0,-295250000000.0,55.12290411850888,69.44002222886934,0.0,5.916971584138001,30.7
JPMorgan Chase,19617,10-Q,2024-08-02,2023-06-30,2023,2,41307000000.0,,,14472000000.0,-92376000000.0,312516000000.0,35.03522405403442,,,4.630802902891372,-223.6327983150556,Banking,4.630802902891372,,Includes_Loan_Activity,,Banking OCF includes loan originations & deposit flows per GAAP - not comparable to tech OCF,1,Q2 2023,34.48,135576000000.0,65203000000.0,-135787000000.0,35.03522405403442,88.09216860012776,0.0,4.630802902891372,37.6
JPMorgan Chase,19617,10-Q,2025-08-05,2024-06-30,2024,2,50200000000.0,,,18149000000.0,-115689000000.0,340552000000.0,36.15338645418327,,,5.32928891916653,-230.4561752988048,Banking,5.32928891916653,,Includes_Loan_Activity,,Banking OCF includes loan originations & deposit flows per GAAP - not comparable to tech OCF,1,Q2 2024,21.53,152701000000.0,75800000000.0,-214306000000.0,36.15338645418327,47.498133691540076,0.0,5.32928891916653,21.7
JPMorgan Chase,19617,10-Q,2025-08-05,2025-06-30,2025,2,44912000000.0,,,29630000000.0,-222292000000.0,356924000000.0,65.97345920912005,,,8.301487151326333,-494.9501246882793,Banking,8.301487151326333,,Includes_Loan_Activity,,Banking OCF includes loan originations & deposit flows per GAAP - not comparable to tech OCF,1,Q2 2025,-10.53,167134000000.0,79182000000.0,-406256000000.0,65.97345920912005,100.0,0.0,8.301487151326333,44.2
JPMorgan Chase,19617,10-Q,2021-11-02,2020-09-30,2020,3,29255000000.0,,,16995000000.0,-51858000000.0,271113000000.0,58.0926337378226,,,6.268603866284537,-177.2620064946163,Banking,6.268603866284537,,Includes_Loan_Activity,,Banking OCF includes loan originations & deposit flows per GAAP - not comparable to tech OCF,1,Q3 2020,,165674000000.0,79246000000.0,-482215000000.0,58.0926337378226,100.0,12.378314809442292,6.268603866284537,46.8
JPMorgan Chase,19617,10-Q,2022-11-03,2021-09-30,2021,3,29647000000.0,,,37935000000.0,-7011000000.0,290041000000.0,127.95561102303776,,,13.079185356553038,-23.648261206867478,Banking,13.079185356553038,,Includes_Loan_Activity,,Banking OCF includes loan originations & deposit flows per GAAP - not comparable to tech OCF,1,Q3 2021,1.34,154014000000.0,102709000000.0,-396850000000.0,127.95561102303776,100.0,0.0,13.079185356553038,46.5
JPMorgan Chase,19617,10-Q,2022-11-03,2022-09-30,2022,3,32716000000.0,,,26668000000.0,5897000000.0,288018000000.0,81.51363247340751,,,9.259143525751863,18.02481966010515,Banking,9.259143525751863,,Includes_Loan_Activity,,Banking OCF includes loan originations & deposit flows per GAAP - not comparable to tech OCF,1,Q3 2022,10.35,136530000000.0,111228000000.0,-275264000000.0,81.51363247340751,100.0,0.0,9.259143525751863,44.6
JPMorgan Chase,19617,10-Q,2024-10-30,2023-09-30,2023,3,119530000000.0,,,40245000000.0,-47257000000.0,317371000000.0,33.66937170584791,,,12.680742726966232,-39.535681418890654,Banking,12.680742726966232,,Includes_Loan_Activity,,Banking OCF includes loan originations & deposit flows per GAAP - not comparable to tech OCF,1,Q3 2023,265.36,211148000000.0,121843000000.0,-100229000000.0,33.66937170584791,84.40076658849875,0.0,12.680742726966232,40.1
JPMorgan Chase,19617,10-Q,2025-11-04,2024-09-30,2024,3,42654000000.0,,,12898000000.0,-189770000000.0,345836000000.0,30.238664603554184,,,3.729513410980928,-444.9055188259014,Banking,3.729513410980928,,Includes_Loan_Activity,,Banking OCF includes loan originations & deposit flows per GAAP - not comparable to tech OCF,1,Q3 2024,-64.32,224547000000.0,117746000000.0,-238141000000.0,30.238664603554184,38.33606523855821,0.0,3.729513410980928,17.2
JPMorgan Chase,19617,10-Q,2025-11-04,2025-09-30,2025,3,46427000000.0,,,14393000000.0,-267506000000.0,360212000000.0,31.001356969005105,,,3.9957025307319034,-576.1862709199388,Banking,3.9957025307319034,,Includes_Loan_Activity,,Banking OCF includes loan originations & deposit flows per GAAP - not comparable to tech OCF,1,Q3 2025,8.85,241327000000.0,94204000000.0,-498636000000.0,31.001356969005105,45.23468609480635,0.0,3.9957025307319034,20.1
JPMorgan Chase,19617,10-Q,2021-11-02,2020-12-31,2020,4,,,,,,279354000000.0,,,,,,Banking,,,Includes_Loan_Activity,,Banking OCF includes loan originations & deposit flows per GAAP - not comparable to tech OCF,0,Q4 2020 - Balance Sheet Only,,208611000000.0,67536000000.0,-504533000000.0,,,,,
JPMorgan Chase,19617,10-Q,2022-11-03,2021-12-31,2021,4,,,,,,294127000000.0,,,,,,Banking,,,Includes_Loan_Activity,,Banking OCF includes loan originations & deposit flows per GAAP - not comparable to tech OCF,0,Q4 2021 - Balance Sheet Only,,89081000000.0,27291000000.0,-457276000000.0,,,,,
JPMorgan Chase,19617,10-Q,2023-08-03,2022-12-31,2022,4,,,,,,292332000000.0,,,,,,Banking,,,Includes_Loan_Activity,,Banking OCF includes loan originations & deposit flows per GAAP - not comparable to tech OCF,0,Q4 2022 - Balance Sheet Only,,,,,,,,,
JPMorgan Chase,19617,10-Q,2024-10-30,2023-12-31,2023,4,,,,,,327878000000.0,,,,,,Banking,,,Includes_Loan_Activity,,Banking OCF includes loan originations & deposit flows per GAAP - not comparable to tech OCF,0,Q4 2023 - Balance Sheet Only,,,,,,,,,
JPMorgan Chase,19617,10-Q,2025-11-04,2024-12-31,2024,4,,,,,,344758000000.0,,,,,,Banking,,,Includes_Loan_Activity,,Banking OCF includes loan originations & deposit flows per GAAP - not comparable to tech OCF,0,Q4 2024 - Balance Sheet Only,,,,,,,,,
Microsoft,789019,10-Q,2021-04-27,2020-03-31,2020,1,35021000000.0,24046000000.0,39552000000.0,10752000000.0,17504000000.0,114501000000.0,30.70157905256845,68.66166014676908,112.9379515148054,9.39031100165064,49.98143970760401,Technology,9.39031100165064,,Operating,49.98143970760401,,1,Q1 2020,,,,,30.70157905256845,52.63136501650835,96.53367121965462,9.39031100165064,54.7
Microsoft,789019,10-Q,2022-04-26,2021-03-31,2021,1,41706000000.0,83695000000.0,50821000000.0,15457000000.0,22179000000.0,134505000000.0,37.06181364791637,200.67855943988872,121.8553685321057,11.491766105349244,53.17939864767659,Technology,11.491766105349244,,Operating,53.17939864767659,,1,Q1 2021,19.09,76727000000.0,26209000000.0,39683000000.0,37.06181364791637,26.544301435316044,98.20418942611084,11.491766105349244,45.8
Microsoft,789019,10-Q,2023-04-25,2022-03-31,2022,1,49360000000.0,33745000000.0,20364000000.0,16728000000.0,64406000000.0,162924000000.0,33.88978930307942,68.36507293354943,41.25607779578606,10.267363924283716,130.48217179902755,Technology,10.267363924283716,,Operating,130.48217179902755,,1,Q1 2022,18.35,126087000000.0,42937000000.0,104089000000.0,33.88978930307942,44.85246602180679,100.0,10.267363924283716,53.1
